timestamp,label,node,avg_cpu,avg_mem,net_bytes_in,net_bytes_out,net_internal_bytes_in,net_internal_bytes_out,last_successful_scrape_age_sec,exec_count,unique_process_count,tmp_exec_count,outbound_connect_count,mining_port_count,syscall_feature_vector,run_id,fault_order_hash,intensity_seed
1774292843,normal,sw-wk2,0.066777778,0.406173901,0,0,406.4,4031.6,0,0,0,0,0,0,{},0449aaec,4a9d4eec,1760
1774292853,normal,sw-wk3,0.096555556,0.434895579,0,0,2119.233333,5300.166667,0,1,1,0,0,0,"{""process_exit"": 1, ""process_exec"": 1}",0449aaec,4a9d4eec,1760
1774292853,normal,k3s-wk1,0.284444444,0.707979892,194.4666667,179.2666667,9920.033333,8917.3,0,15,2,0,13,0,"{""process_exit"": 15, ""process_exec"": 15, ""process_kprobe"": 13}",0449aaec,4a9d4eec,1760
1774292853,normal,sw-wk2,0.142222222,0.405608875,0,0,5077.833333,4591.966667,0,0,0,0,0,0,{},0449aaec,4a9d4eec,1760
1774292863,normal,sw-wk3,0.090444444,0.434465841,0,0,3067.566667,5421.466667,0,0,0,0,0,0,{},0449aaec,4a9d4eec,1760
1774292863,normal,k3s-wk1,0.284444444,0.707979892,194.4666667,179.2666667,9920.033333,8917.3,0,57,3,0,57,0,"{""process_kprobe"": 57, ""process_exit"": 57, ""process_exec"": 57}",0449aaec,4a9d4eec,1760
1774292863,normal,sw-wk2,0.142222222,0.405608875,0,0,5077.833333,4591.966667,0,0,0,0,0,0,{},0449aaec,4a9d4eec,1760
1774292873,normal,sw-wk3,0.090444444,0.434465841,0,0,3067.566667,5421.466667,0,0,0,0,0,0,{},0449aaec,4a9d4eec,1760
1774292873,normal,k3s-wk1,0.297333333,0.70923662,194.4666667,179.2666667,9574.966667,3852.066667,0,12,2,0,10,0,"{""process_kprobe"": 10, ""process_exit"": 12, ""process_exec"": 12}",0449aaec,4a9d4eec,1760
1774292873,security_high_process,sw-wk2,0.142222222,0.405608875,0,0,5077.833333,4591.966667,0,0,0,0,0,0,{},0449aaec,4a9d4eec,1760
1774292883,normal,sw-wk3,0.090444444,0.434465841,0,0,3067.566667,5421.466667,0,0,0,0,0,0,{},0449aaec,4a9d4eec,1760
1774292883,normal,k3s-wk1,0.297333333,0.70923662,194.4666667,179.2666667,9574.966667,3852.066667,0,63,3,0,54,0,"{""process_exit"": 63, ""process_exec"": 63, ""process_kprobe"": 54}",0449aaec,4a9d4eec,1760
1774292883,security_high_process,sw-wk2,0.120333333,0.409420809,602.1333333,292.6333333,2177,4441.666667,0,0,0,0,0,0,{},0449aaec,4a9d4eec,1760
1774292893,normal,sw-wk3,0.102645291,0.43425694,0,0,3639.402726,5053.161351,0,1,1,0,0,0,"{""process_exit"": 1, ""process_exec"": 1}",0449aaec,4a9d4eec,1760
1774292893,normal,k3s-wk1,0.297333333,0.70923662,194.4666667,179.2666667,9574.966667,3852.066667,0,57,3,0,52,0,"{""process_exit"": 57, ""process_exec"": 57, ""process_kprobe"": 52}",0449aaec,4a9d4eec,1760
1774292893,security_high_process,sw-wk2,0.120333333,0.409420809,602.1333333,292.6333333,2177,4441.666667,0,0,0,0,0,0,{},0449aaec,4a9d4eec,1760
1774292903,normal,sw-wk3,0.102645291,0.43425694,0,0,3639.402726,5053.161351,0,0,0,0,0,0,{},0449aaec,4a9d4eec,1760
1774292903,normal,k3s-wk1,0.301,0.705883591,191.6,176.4,10311.4,10012.66667,0,15,2,0,12,0,"{""process_kprobe"": 12, ""process_exit"": 15, ""process_exec"": 15}",0449aaec,4a9d4eec,1760
1774292903,security_high_process,sw-wk2,0.120333333,0.409420809,602.1333333,292.6333333,2177,4441.666667,0,0,0,0,0,0,{},0449aaec,4a9d4eec,1760
1774292913,normal,sw-wk3,0.102645291,0.43425694,0,0,3639.402726,5053.161351,0,0,0,0,0,0,{},0449aaec,4a9d4eec,1760
1774292913,normal,k3s-wk1,0.301,0.705883591,191.6,176.4,10311.4,10012.66667,0,12,2,0,8,0,"{""process_exit"": 12, ""process_exec"": 12, ""process_kprobe"": 8}",0449aaec,4a9d4eec,1760
1774292913,security_high_process,sw-wk2,0.181111111,0.412474733,6,6.6,4890.066667,4804.4,0,0,0,0,0,0,{},0449aaec,4a9d4eec,1760
1774292923,normal,sw-wk3,0.09424874,0.433835159,0,0,2677.865086,5229.839515,0,0,0,0,0,0,{},0449aaec,4a9d4eec,1760
1774292923,normal,k3s-wk1,0.301,0.705883591,191.6,176.4,10311.4,10012.66667,0,15,2,0,17,0,"{""process_kprobe"": 17, ""process_exit"": 15, ""process_exec"": 15}",0449aaec,4a9d4eec,1760
1774292923,security_high_process,sw-wk2,0.181111111,0.412474733,6,6.6,4890.066667,4804.4,0,0,0,0,0,0,{},0449aaec,4a9d4eec,1760
