timestamp,label,node,avg_cpu,avg_mem,net_bytes_in,net_bytes_out,exec_count,unique_process_count,tmp_exec_count,outbound_connect_count,mining_port_count,syscall_feature_vector
1772027018,normal,k3s-wk1,0.6351360340584065,0.500182258185498,0.0,0.0,0,0,0,0,0,{}
1772027018,normal,sw-wk2,0.2241149409960671,0.42793855530976976,0.0,0.0,0,0,0,0,0,{}
1772027018,normal,sw-wk3,0.13824715804913756,0.30872734217101394,0.0,0.0,0,0,0,0,0,{}
1772027028,normal,k3s-wk1,0.6128148593572516,0.5002546350822662,0.0,0.0,0,0,0,0,0,{}
1772027028,normal,sw-wk2,0.2241149409960671,0.42793855530976976,0.0,0.0,0,0,0,0,0,{}
1772027028,normal,sw-wk3,0.13824715804913756,0.30872734217101394,0.0,0.0,0,0,0,0,0,{}
1772027038,normal,k3s-wk1,0.6128148593572516,0.5002546350822662,0.0,0.0,0,0,0,0,0,"{""process_exit"": 1}"
1772027038,normal,sw-wk2,0.1640841081009019,0.42771177809252514,0.0,0.0,0,0,0,0,0,{}
1772027038,normal,sw-wk3,0.13824715804913756,0.30872734217101394,0.0,0.0,0,0,0,0,0,{}
1772027048,normal,k3s-wk1,0.6128148593572516,0.5002546350822662,0.0,0.0,105,6,0,3,0,"{""process_exit"": 107, ""process_exec"": 105, ""process_kprobe"": 3}"
1772027048,normal,sw-wk2,0.1640841081009019,0.42771177809252514,0.0,0.0,0,0,0,0,0,{}
1772027048,normal,sw-wk3,0.16516666666666613,0.30871341725416557,0.0,0.0,0,0,0,0,0,{}
1772027058,normal,k3s-wk1,0.30025784653685506,0.5022088112950069,0.0,0.0,0,0,0,0,0,{}
1772027058,normal,sw-wk2,0.1640841081009019,0.42771177809252514,0.0,0.0,0,0,0,0,0,{}
1772027058,normal,sw-wk3,0.16516666666666613,0.30871341725416557,0.0,0.0,0,0,0,0,0,{}
1772027068,normal,k3s-wk1,0.30025784653685506,0.5022088112950069,0.0,0.0,1,1,0,1,0,"{""process_kprobe"": 1, ""process_exec"": 1}"
1772027068,normal,sw-wk2,0.21051754034947479,0.42789081273771823,5.135387488328664,5.002000800320128,0,0,0,0,0,{}
1772027068,normal,sw-wk3,0.16516666666666613,0.30871341725416557,0.0,0.0,0,0,0,0,0,{}
1772027078,normal,k3s-wk1,0.30025784653685506,0.5022088112950069,0.0,0.0,0,0,0,0,0,{}
1772027078,normal,sw-wk2,0.21051754034947479,0.42789081273771823,5.135387488328664,5.002000800320127,0,0,0,0,0,{}
1772027078,normal,sw-wk3,0.12431261456424014,0.30871341725416557,0.0,0.0,0,0,0,0,0,{}
1772027088,normal,k3s-wk1,0.228180091312027,0.5894269197313896,0.0,0.0,0,0,0,0,0,{}
