timestamp,label,node,avg_cpu,avg_mem,net_bytes_in,net_bytes_out,net_internal_bytes_in,net_internal_bytes_out,net_drop_rate,last_successful_scrape_age_sec,exec_count,unique_process_count,tmp_exec_count,outbound_connect_count,mining_port_count,syscall_feature_vector
1776399201,normal,sw-wk3,0.15555555555555556,0.40815621137403313,163.33333333333334,110.53333333333333,2023.3666666666666,4967.033333333333,0.0,0,0,0,0,0,0,{}
1776399201,normal,k3s-wk1,0.25433333333332697,0.6197188504317259,0.0,0.0,9094.533333333333,8901.4,0.0,0,0,0,0,0,0,{}
1776399201,normal,sw-wk2,0.10522222222222011,0.2646030047020146,323.6,175.0,311.9,3341.5,0.0,0,0,0,0,0,0,{}
1776399211,normal,sw-wk3,0.15555555555555556,0.40815621137403313,163.33333333333334,110.53333333333333,2023.3666666666666,4967.033333333333,0.0,0,0,0,0,0,0,{}
1776399211,normal,k3s-wk1,0.25433333333332697,0.6197188504317259,0.0,0.0,9094.533333333333,8901.4,0.0,0,81,3,0,72,0,"{""process_exit"": 81, ""process_exec"": 81, ""process_kprobe"": 72}"
1776399211,normal,sw-wk2,0.2023333333333337,0.26344661493176347,319.1333333333333,169.0,5301.133333333334,4243.833333333333,0.0,0,0,0,0,0,0,{}
1776399221,normal,sw-wk3,0.16286149162859065,0.40566662843890566,244.97550244975503,169.7830216978302,3100.523281005233,5311.302203113022,0.0,0,0,0,0,0,0,{}
1776399221,normal,k3s-wk1,0.25433333333332697,0.6197188504317259,0.0,0.0,9094.533333333333,8901.4,0.0,0,33,3,0,28,0,"{""process_exit"": 33, ""process_exec"": 33, ""process_kprobe"": 28}"
1776399221,normal,sw-wk2,0.2023333333333337,0.26344661493176347,319.1333333333333,169.0,5301.133333333333,4243.833333333333,0.0,0,0,0,0,0,0,{}
1776399231,normal,sw-wk3,0.16286149162859065,0.40566662843890566,244.97550244975503,169.7830216978302,3100.523281005233,5311.302203113022,0.0,0,1,1,0,0,0,"{""process_exit"": 3, ""process_exec"": 1}"
1776399231,normal,k3s-wk1,0.3051805930517558,0.6452882669216347,292.4040929240409,277.2389427723894,8805.352798053527,1912.9420391294204,0.0,0,36,3,0,30,0,"{""process_exit"": 36, ""process_exec"": 36, ""process_kprobe"": 30}"
1776399231,normal,sw-wk2,0.2023333333333337,0.26344661493176347,319.1333333333333,169.0,5301.133333333333,4243.833333333333,0.0,0,0,0,0,0,0,{}
1776399241,normal,sw-wk3,0.16286149162859065,0.40566662843890566,244.97550244975503,169.7830216978302,3100.523281005233,5311.302203113022,0.0,0,0,0,0,0,0,{}
1776399241,normal,k3s-wk1,0.3051805930517558,0.6452882669216347,292.4040929240409,277.2389427723894,8805.352798053527,1912.9420391294204,0.0,0,33,3,0,28,0,"{""process_exit"": 33, ""process_exec"": 33, ""process_kprobe"": 28}"
1776399241,normal,sw-wk2,0.11044444444444246,0.26287797698688786,319.1333333333333,169.0,2058.2,3823.0333333333333,0.0,0,0,0,0,0,0,{}
1776399251,normal,sw-wk3,0.17002811392251793,0.41019821094078524,245.02450245024502,173.81738173817382,2839.083908390839,8209.287595426209,0.0,0,1,1,0,0,0,"{""process_exit"": 19, ""process_exec"": 1}"
1776399251,normal,k3s-wk1,0.3051805930517558,0.6452882669216347,292.4040929240409,277.2389427723894,8805.352798053527,1912.9420391294204,0.0,0,36,3,0,30,0,"{""process_exit"": 36, ""process_exec"": 36, ""process_kprobe"": 30}"
1776399251,normal,sw-wk2,0.11044444444444246,0.26287797698688786,319.1333333333333,169.0,2058.2,3823.0333333333333,0.0,0,2,2,0,0,0,"{""process_exec"": 2}"
1776399261,normal,sw-wk3,0.17002811392251793,0.41019821094078524,245.02450245024502,173.81738173817382,2839.083908390839,8209.287595426209,0.0,0,0,0,0,0,0,{}
1776399261,normal,k3s-wk1,0.277261059439308,0.645471139442555,223.88905557222387,208.6875354202087,35950.92842617595,7688.535520218688,0.0,0,18,2,0,12,0,"{""process_exit"": 18, ""process_exec"": 18, ""process_kprobe"": 12}"
1776399261,normal,sw-wk2,0.11044444444444246,0.26287797698688786,319.1333333333333,169.0,2058.2,3823.0333333333333,0.0,0,104,5,0,0,0,"{""process_exit"": 106, ""process_exec"": 104}"
1776399271,normal,sw-wk3,0.17002811392251793,0.41019821094078524,245.02450245024502,173.81738173817382,2839.083908390839,8209.287595426209,0.0,0,0,0,0,0,0,{}
1776399271,normal,k3s-wk1,0.277261059439308,0.645471139442555,223.88905557222387,208.6875354202087,35950.928426175946,7688.535520218688,0.0,0,102,3,0,92,0,"{""process_exit"": 102, ""process_exec"": 102, ""process_kprobe"": 92}"
1776399271,normal,sw-wk2,0.20433333333333703,0.2635676695082636,319.1333333333333,169.0,6025.266666666666,27721.100000000006,0.0,0,0,0,0,0,0,{}
1776399282,normal,sw-wk3,0.15922222222220117,0.40663506505090663,245.0,171.8,5115.366666666667,5414.533333333333,0.0,0,0,0,0,0,0,{}
1776399282,normal,k3s-wk1,0.277261059439308,0.645471139442555,223.88905557222387,208.6875354202087,35950.928426175946,7688.535520218688,0.0,0,33,3,0,28,0,"{""process_exit"": 33, ""process_exec"": 33, ""process_kprobe"": 28}"
1776399282,normal,sw-wk2,0.20433333333333703,0.2635676695082636,319.1333333333333,169.0,6025.266666666666,27721.1,0.0,0,0,0,0,0,0,{}
1776399292,normal,sw-wk3,0.15922222222220117,0.40663506505090663,245.0,171.8,5115.366666666667,5414.533333333333,0.0,0,1,1,0,0,0,"{""process_exit"": 39, ""process_exec"": 1}"
1776399292,normal,k3s-wk1,0.30677777777774384,0.6443547139907638,223.86666666666667,208.66666666666666,13193.4,8296.533333333335,0.0,0,33,3,0,28,0,"{""process_exit"": 33, ""process_exec"": 33, ""process_kprobe"": 28}"
1776399292,normal,sw-wk2,0.20433333333333703,0.2635676695082636,319.1333333333333,169.0,6025.266666666666,27721.1,0.0,0,0,0,0,0,0,{}
1776399302,normal,sw-wk3,0.15922222222220117,0.40663506505090663,245.0,171.8,5115.366666666667,5414.533333333333,0.0,0,0,0,0,0,0,{}
1776399302,normal,k3s-wk1,0.30677777777774384,0.6443547139907638,223.86666666666667,208.66666666666666,13193.4,8296.533333333333,0.0,0,42,3,0,34,0,"{""process_exit"": 42, ""process_exec"": 42, ""process_kprobe"": 34}"
1776399302,normal,sw-wk2,0.10139324045063536,0.26294168992188793,213.45243650423305,113.3257782814479,587.9941337244184,3529.864675688287,0.0,0,0,0,0,0,0,{}
1776399311,normal,sw-wk3,0.16888888888889697,0.41194394535978696,245.0,169.8,2358.0333333333333,10431.733333333334,0.0,0,0,0,0,0,0,{}
1776399311,normal,k3s-wk1,0.30677777777774384,0.6443547139907638,223.86666666666667,208.66666666666666,13193.4,8296.533333333333,0.0,0,57,3,0,50,0,"{""process_exit"": 57, ""process_exec"": 57, ""process_kprobe"": 50}"
1776399311,normal,sw-wk2,0.10139324045063536,0.26294168992188793,213.45243650423305,113.3257782814479,587.9941337244184,3529.864675688287,0.0,0,2,2,0,0,0,"{""process_exec"": 2}"
1776399321,normal,sw-wk3,0.16888888888889697,0.41194394535978696,245.0,169.8,2358.0333333333333,10431.733333333334,0.0,0,1,1,0,0,0,"{""process_exit"": 33, ""process_exec"": 1}"
1776399321,normal,k3s-wk1,0.2931111111111224,0.6427359535278028,221.0,205.79999999999998,13293.400000000003,4871.566666666667,0.0,0,36,3,0,30,0,"{""process_exit"": 36, ""process_exec"": 36, ""process_kprobe"": 30}"
1776399321,normal,sw-wk2,0.10139324045063536,0.26294168992188793,213.45243650423305,113.3257782814479,587.9941337244184,3529.864675688287,0.0,0,104,5,0,0,0,"{""process_exit"": 106, ""process_exec"": 104}"
1776399331,normal,sw-wk3,0.16888888888889697,0.41194394535978696,245.0,169.8,2358.0333333333333,10431.733333333334,0.0,0,0,0,0,0,0,{}
1776399331,normal,k3s-wk1,0.2931111111111224,0.6427359535278028,221.0,205.79999999999998,13293.4,4871.566666666667,0.0,0,39,3,0,32,0,"{""process_exit"": 39, ""process_exec"": 39, ""process_kprobe"": 32}"
1776399331,normal,sw-wk2,0.20594706313754207,0.26525765510914023,319.15461030735383,169.01126741782787,5374.95833055537,27725.91506100407,0.0,0,0,0,0,0,0,{}
1776399341,normal,sw-wk3,0.14233333333338838,0.4074187341514074,163.33333333333334,108.53333333333333,3114.1,9719.166666666666,0.0,0,0,0,0,0,0,{}
1776399341,normal,k3s-wk1,0.2931111111111224,0.6427359535278028,221.0,205.79999999999998,13293.4,4871.566666666667,0.0,0,15,2,0,10,0,"{""process_exit"": 15, ""process_exec"": 15, ""process_kprobe"": 10}"
1776399341,normal,sw-wk2,0.20594706313754207,0.26525765510914023,319.15461030735383,169.01126741782787,5374.958330555371,27725.91506100407,0.0,0,0,0,0,0,0,{}
1776399352,normal,sw-wk3,0.14233333333338838,0.4074187341514074,163.33333333333334,108.53333333333333,3114.1,9719.166666666666,0.0,0,1,1,0,0,0,"{""process_exit"": 7, ""process_exec"": 1}"
1776399352,normal,k3s-wk1,0.2784444444444589,0.6420846112773646,228.33333333333334,214.66666666666666,34173.23333333333,6660.066666666667,0.0,0,36,3,0,30,0,"{""process_exit"": 36, ""process_exec"": 36, ""process_kprobe"": 30}"
1776399352,normal,sw-wk2,0.20594706313754207,0.26525765510914023,319.15461030735383,169.01126741782787,5374.958330555371,27725.91506100407,0.0,0,0,0,0,0,0,{}
1776399361,normal,sw-wk3,0.14233333333338838,0.4074187341514074,163.33333333333334,108.53333333333333,3114.1,9719.166666666666,0.0,0,0,0,0,0,0,{}
1776399361,normal,k3s-wk1,0.2784444444444589,0.6420846112773646,228.33333333333334,214.66666666666666,34173.23333333333,6660.066666666667,0.0,0,9,2,0,6,0,"{""process_exit"": 9, ""process_exec"": 9, ""process_kprobe"": 6}"
1776399361,normal,sw-wk2,0.11544444444444557,0.26541375179989046,319.1333333333333,169.0,667.8333333333334,3619.233333333333,0.0,0,0,0,0,0,0,{}
1776399371,normal,sw-wk3,0.1516666666666424,0.40623048791365624,245.0,167.8,2661.1,6238.9,0.0,0,0,0,0,0,0,{}
1776399371,normal,k3s-wk1,0.2784444444444589,0.6420846112773646,228.33333333333334,214.66666666666666,34173.23333333333,6660.066666666667,0.0,0,36,3,0,30,0,"{""process_exit"": 36, ""process_exec"": 36, ""process_kprobe"": 30}"
1776399371,normal,sw-wk2,0.11544444444444557,0.26541375179989046,319.1333333333333,169.0,667.8333333333334,3619.233333333333,0.0,0,106,7,0,0,0,"{""process_exec"": 106, ""process_exit"": 106}"
