timestamp,label,node,avg_cpu,avg_mem,net_bytes_in,net_bytes_out,net_internal_bytes_in,net_internal_bytes_out,net_drop_rate,last_successful_scrape_age_sec,exec_count,unique_process_count,tmp_exec_count,outbound_connect_count,mining_port_count,syscall_feature_vector
1776412185,normal,sw-wk3,0.13911111111115637,0.4095626744141596,156.13333333333333,80.0,4258.4,5229.066666666667,0.0,0,0,0,0,0,0,{}
1776412185,normal,sw-wk2,0.17452699174527797,0.2839000598901589,116.05506116055061,100.85658100856581,5306.63600306636,4297.2702729727025,0.0,0,0,0,0,0,0,{}
1776412185,normal,k3s-wk1,0.24399999999994992,0.6254533714581149,26.266666666666666,19.1,0.0,0.0,0.0,0,0,0,0,0,0,{}
1776412194,normal,k3s-wk1,0.2855555555556041,0.6425259887815611,112.86666666666666,107.8,8998.566666666666,7873.933333333333,0.0,0,9,2,0,6,0,"{""process_exit"": 9, ""process_exec"": 9, ""process_kprobe"": 6}"
1776412194,normal,sw-wk2,0.17452699174527797,0.2839000598901589,116.05506116055061,100.85658100856581,5306.63600306636,4297.2702729727025,0.0,0,0,0,0,0,0,{}
1776412194,normal,sw-wk3,0.13911111111115637,0.4095626744141596,156.13333333333333,80.0,4258.4,5229.066666666667,0.0,0,0,0,0,0,0,{}
1776412204,normal,k3s-wk1,0.2855555555556041,0.6425259887815611,112.86666666666666,107.8,8998.566666666666,7873.933333333333,0.0,0,39,3,0,32,0,"{""process_exit"": 39, ""process_exec"": 39, ""process_kprobe"": 32}"
1776412204,normal,sw-wk2,0.11114073975311933,0.27723409406577726,117.66274457518081,103.99653344888502,572.147595080164,3616.2127929069034,0.0,0,2,2,0,0,0,"{""process_exec"": 2}"
1776412204,normal,sw-wk3,0.17566666666668118,0.40527797953540523,154.0,78.0,2463.6,6059.866666666667,0.0,0,1,1,0,0,0,"{""process_exit"": 5, ""process_exec"": 1}"
1776412215,normal,k3s-wk1,0.2855555555556041,0.6425259887815611,0.0,189.06666666666666,34339.9,10066.366666666667,0.0,0,36,3,0,30,0,"{""process_exit"": 36, ""process_exec"": 36, ""process_kprobe"": 30}"
1776412215,normal,sw-wk2,0.11114073975311944,0.27723409406577726,117.66274457518081,103.99653344888502,572.1475950801639,3616.2127929069025,0.0,0,104,5,0,0,0,"{""process_exit"": 106, ""process_exec"": 104}"
1776412215,normal,sw-wk3,0.17566666666668118,0.40527797953540523,154.0,78.0,2463.6,6059.866666666667,0.0,0,0,0,0,0,0,{}
1776412224,normal,k3s-wk1,0.3253333333333205,0.6681416878230606,204.26666666666665,189.06666666666666,34339.9,10066.366666666667,0.0,0,36,3,0,30,0,"{""process_exit"": 36, ""process_exec"": 36, ""process_kprobe"": 30}"
1776412224,normal,sw-wk2,0.11114073975311944,0.27723409406577726,117.66274457518081,103.99653344888502,572.1475950801639,3616.2127929069025,0.0,0,0,0,0,0,0,{}
1776412224,normal,sw-wk3,0.17566666666668118,0.40527797953540523,154.0,78.0,2463.6,6059.866666666667,0.0,0,0,0,0,0,0,{}
1776412234,normal,k3s-wk1,0.3253333333333205,0.6681416878230606,204.26666666666665,189.06666666666666,34339.9,10066.366666666667,0.0,0,57,3,0,50,0,"{""process_exit"": 57, ""process_exec"": 57, ""process_kprobe"": 50}"
1776412234,normal,sw-wk2,0.21811797128505372,0.28647087681741146,116.08214428590479,100.88011734897987,5471.462861714895,27975.996799573277,0.0,0,0,0,0,0,0,{}
1776412234,normal,sw-wk3,0.15577777777774215,0.4036373714591537,156.13333333333333,80.0,2934.9333333333334,5227.6,0.0,0,0,0,0,0,0,{}
1776412245,normal,sw-wk3,0.15577777777774215,0.4036373714591537,156.13333333333333,80.0,2934.9333333333334,5227.6,0.0,0,1,1,0,0,0,"{""process_exit"": 33, ""process_exec"": 1}"
1776412245,normal,sw-wk2,0.21811797128505372,0.28647087681741146,116.08214428590479,100.88011734897987,5471.462861714895,27975.996799573277,0.0,0,0,0,0,0,0,{}
