timestamp,instance,cpu,mem,net_in,net_out
2026-02-20T20:52:14.690382,172.18.0.2:9100,30.799999999999727,25.692138041653088,7096.6,3145.0
2026-02-20T20:52:14.690382,172.18.0.7:9100,30.916183236647612,25.69529585724668,7226.045209041808,3292.258451690338
2026-02-20T20:52:14.690382,172.18.0.6:9100,30.89382123575342,25.6889802260595,0.0,17488.600000000002
2026-02-20T20:52:14.690382,172.18.0.3:9100,30.18000000000076,25.694794616676276,1246.8000000000002,3204.2000000000003
2026-02-20T20:52:14.690382,172.18.0.4:9100,30.34606921384288,25.697701811984665,8085.217043408682,3367.673534706942
2026-02-20T20:52:19.675144,172.18.0.2:9100,30.533893221356166,25.734893862309217,1214.1571685662866,3204.95900819836
2026-02-20T20:52:19.675144,172.18.0.7:9100,30.433913217356604,25.734893862309217,164.16716656668666,2963.207358528294
2026-02-20T20:52:19.675144,172.18.0.6:9100,30.389999999999873,25.72552066364252,16162.800000000001,17488.600000000002
2026-02-20T20:52:19.675144,172.18.0.3:9100,30.53000000000111,25.720658630109515,7055.400000000001,3141.2000000000003
2026-02-20T20:52:19.675144,172.18.0.4:9100,30.330000000000837,25.723816445703118,122.99999999999997,2950.2000000000003
2026-02-20T20:52:24.654381,172.18.0.2:9100,30.736147229445436,25.77093305932182,7193.438687737547,3231.24624924985
2026-02-20T20:52:24.654381,172.18.0.7:9100,30.709999999998672,25.766121149845866,8116.8,3374.8
2026-02-20T20:52:24.654381,172.18.0.6:9100,30.72614522904466,25.77133405177815,26299.459891978393,20990.398079615923
2026-02-20T20:52:24.654381,172.18.0.3:9100,31.29374125174938,25.745720658630113,4501.099780043992,3616.4767046590687
2026-02-20T20:52:24.654381,172.18.0.4:9100,30.330000000000837,25.723816445703118,8115.576884623075,3347.1305738852225
2026-02-20T20:52:29.678028,172.18.0.2:9100,31.079999999999927,25.802210470915522,1164.6000000000001,3189.4
2026-02-20T20:52:29.678028,172.18.0.7:9100,31.099999999999923,25.802210470915522,3343.2000000000003,3308.8
2026-02-20T20:52:29.678028,172.18.0.6:9100,31.010000000001597,25.79554397132904,18365.2,19374.4
2026-02-20T20:52:29.678028,172.18.0.3:9100,31.29374125174938,25.745720658630113,4501.099780043991,0.0
2026-02-20T20:52:29.678028,172.18.0.4:9100,31.423715256946664,25.77374000651613,8115.576884623075,3347.1305738852225
2026-02-20T20:52:34.678069,172.18.0.7:9100,0.0,25.868474474323953,0.0,0.0
2026-02-20T20:52:34.678069,172.18.0.2:9100,0.0,25.877998045161775,0.0,0.0
2026-02-20T20:52:34.678069,172.18.0.6:9100,0.0,25.86867497055212,0.0,0.0
2026-02-20T20:52:34.678069,172.18.0.3:9100,0.0,25.862860579935344,0.0,0.0
2026-02-20T20:52:34.678069,172.18.0.4:9100,0.0,25.866018395528933,0.0,0.0
2026-02-20T20:52:39.664458,172.18.0.7:9100,0.0,25.911781659607524,0.0,0.0
2026-02-20T20:52:39.664458,172.18.0.2:9100,47.86161600733196,25.905365780306255,0.0,0.0
2026-02-20T20:52:39.664458,172.18.0.6:9100,0.0,25.90867396807097,0.0,0.0
2026-02-20T20:52:39.664458,172.18.0.3:9100,0.0,25.903661562366853,0.0,0.0
2026-02-20T20:52:39.664458,172.18.0.4:9100,0.0,25.89744617929375,0.0,0.0
2026-02-20T20:52:44.668179,172.18.0.2:9100,30.27999999999838,25.971479411543573,7178.0,3301.4
2026-02-20T20:52:44.668179,172.18.0.7:9100,30.360000000000582,25.971178667201322,8180.200000000001,3390.6000000000004
2026-02-20T20:52:44.668179,172.18.0.6:9100,30.356071214242277,25.975689832335025,24458.091618323662,19614.92298459692
2026-02-20T20:52:44.668179,172.18.0.3:9100,30.656131226246686,25.956843186887546,7139.627925585117,3173.634726945389
2026-02-20T20:52:44.668179,172.18.0.4:9100,30.57999999999855,25.959750382195935,305.40000000000003,3107.4
2026-02-20T20:52:49.664882,172.18.0.2:9100,30.030000000000655,26.168617327886523,332.20000000000005,3136.2000000000003
2026-02-20T20:52:49.664882,172.18.0.7:9100,29.99000000000113,26.15984561790431,159.20000000000002,2965.0
2026-02-20T20:52:49.664882,172.18.0.6:9100,30.033993201360175,26.159695245733193,18811.437712457504,19955.208958208357
2026-02-20T20:52:49.664882,172.18.0.3:9100,29.934013197360613,25.968923084634465,1281.9436112777444,3242.1515696860624
2026-02-20T20:52:49.664882,172.18.0.4:9100,29.950000000000273,25.968321595949973,7974.6,3228.2000000000003
2026-02-20T20:52:54.673647,172.18.0.2:9100,30.02600520104015,26.5476554472319,8005.00100020004,3319.863972794559
2026-02-20T20:52:54.673647,172.18.0.7:9100,30.139999999997144,26.327360216535922,8377.4,3481.2000000000003
2026-02-20T20:52:54.673647,172.18.0.6:9100,30.150000000001924,26.323600912257838,24509.600000000002,19674.4
2026-02-20T20:52:54.673647,172.18.0.3:9100,29.99599919983926,26.347459963409435,7083.216643328666,3254.6509301860374
2026-02-20T20:52:54.673647,172.18.0.4:9100,30.086017203441045,26.349063933234753,554.3108621724344,3238.0476095219046
2026-02-20T20:52:59.669095,172.18.0.2:9100,30.569999999999723,27.152903436004106,306.2,3123.0
2026-02-20T20:52:59.669095,172.18.0.7:9100,30.4200000000028,27.149745620410513,155.8,2961.8
2026-02-20T20:52:59.669095,172.18.0.6:9100,30.31999999999742,27.149745620410513,18321.0,19375.0
2026-02-20T20:52:59.669095,172.18.0.3:9100,30.24000000000342,27.148642891155607,1406.6000000000001,3277.4
2026-02-20T20:52:59.669095,172.18.0.4:9100,30.22000000000024,27.15170045863512,7955.8,3229.8
2026-02-20T20:53:04.662823,172.18.0.2:9100,31.03000000000111,27.211799203027496,7998.400000000001,3229.4
2026-02-20T20:53:04.662823,172.18.0.7:9100,30.98619723944789,27.205533695897344,8155.03100620124,3404.6809361872374
2026-02-20T20:53:04.662823,172.18.0.6:9100,30.98999999999978,27.20563394401143,24890.8,19929.6
2026-02-20T20:53:04.662823,172.18.0.3:9100,31.073785242948176,27.19044635472795,7053.989202159568,3164.5670865826833
2026-02-20T20:53:04.662823,172.18.0.4:9100,31.063787242550774,27.19991980150873,350.72985402919414,3125.974805038992
2026-02-20T20:53:09.679368,172.18.0.2:9100,48.13650306748492,27.22377885266033,323.00613496932516,2469.9386503067485
2026-02-20T20:53:09.679368,172.18.0.7:9100,48.13650306748388,27.22377885266033,197.3926380368098,2331.748466257669
